ld,paper,origin_chamber,snum,title,committee,final_disposition,governor_action,chaptered_law,chapter,became_law,last_house_action,last_senate_action,sponsor_count,action_count,roll_call_count,amendment_count,ps_url,lawmaker_summary_url
47,HP0011,House,132,An Act to Provide an Exception to a Fishing Prohibition near the Crooked Brook Dam,Inland Fisheries and Wildlife,"Emergency Enacted, Apr 25, 2025","Emergency Signed, Apr 25, 2025","ACTPUB, Chapter 41",41,True,"4/22/2025 - This being an emergency measure, a two-thirds vote of all the members elected to the House was necessary. PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.","4/23/2025 - PASSED TO BE ENACTED - Emergency - 2/3 Elected Required, in concurrence.",1,6,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0011,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0011&SessionID=16
48,HP0012,House,132,An Act to Update References to the United States Internal Revenue Code of 1986 Contained in the Maine Revised Statutes,Taxation,"Emergency Enacted, Jul 1, 2025","Emergency Signed, Jul 1, 2025","ACTPUB, Chapter 432",432,True,"4/10/2025 - This being an emergency measure, a two-thirds vote of all the members elected to the House was necessary. PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.",6/25/2025 - On motion by Senator ROTUNDO of Androscoggin taken from the Special Appropriations Table PASSED TO BE ENACTED - Emergency -2/3 Elected Required in concurrence.,1,7,1,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0012,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0012&SessionID=16
49,HP0013,House,132,An Act to Ensure Quality in Personal Care Agencies,Health and Human Services,"Leave to Withdraw, Feb 11, 2025",,,,False,"1/6/2025 - Received by the Clerk of the House on January 6, 2025. The Bill was REFERRED to the Committee on HEALTH AND HUMAN SERVICES pursuant to Joint Rule 308.2 and ordered printed pursuant to Joint Rule 401.",2/11/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),1,2,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0013,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0013&SessionID=16
50,HP0014,House,132,An Act to Provide the Right of First Refusal to Towns in Which the University of Maine System and Similar Quasi-independent State Entities Are Selling Property,State and Local Government,"Ought Not to Pass Pursuant To Joint Rule 310, Mar 27, 2025",,,,False,"3/21/2025 - Carried over, in the same posture, to the next special or regular session of the 132nd Legislature, pursuant to Joint Order SP 519.",3/27/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),2,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0014,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0014&SessionID=16
51,HP0015,House,132,An Act to Increase Oversight of Fatalities of and Serious Injuries to Adults Subject to Public Guardianship,Health and Human Services,"Enacted, May 29, 2025","Signed, May 29, 2025","ACTPUB, Chapter 127",127,True,5/27/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"5/27/2025 - PASSED TO BE ENACTED , in concurrence.",1,6,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0015,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0015&SessionID=16
52,HP0016,House,132,"Resolve, Requiring the Department of Health and Human Services to Study Options for Allowing Children in the Department's Custody to Receive Federal Benefits",Health and Human Services,"Died On Adjournment, Apr 29, 2026",,,,False,"6/13/2025 - This being an emergency measure, a two-thirds vote of all the members elected to the House was necessary. FINALLY PASSED . Sent for concurrence. ORDERED SENT FORTHWITH.",4/29/2026 - Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),1,8,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0016,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0016&SessionID=16
53,HP0017,House,132,An Act to Establish the November General Election Day as a State Holiday,State and Local Government,"Died Between Houses, May 28, 2025",,,,False,"5/27/2025 - The House INSISTED on ACCEPTANCE of the Majority Ought to Pass as Amended Report and PASSAGE TO BE ENGROSSED as Amended by Committee Amendment ""A"" (H-91) ORDERED SENT FORTHWITH.",5/28/2025 - On motion by Senator PIERCE of Cumberland The Senate INSISTED on ACCEPTANCE of The Minority Ought Not To Pass Report. Placed in Legislative Files (DEAD),1,11,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0017,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0017&SessionID=16
54,HP0018,House,132,An Act to Require Employers to Disclose Pay Ranges and Maintain Records of Employees' Pay Histories,Labor,"Enacted, Apr 24, 2026","Signed, Apr 24, 2026","ACTPUB, Chapter 771",771,True,4/14/2026 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"4/14/2026 - PASSED TO BE ENACTED , in concurrence.",1,12,2,3,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0018,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0018&SessionID=16
55,HP0019,House,132,An Act to Amend the Law Governing the Accrual of Earned Paid Leave,Labor,"Enacted, Jul 1, 2025","Signed, Jul 1, 2025","ACTPUB, Chapter 438",438,True,5/20/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,6/25/2025 - On motion by Senator ROTUNDO of Androscoggin taken from the Special Appropriations Table PASSED TO BE ENACTED in concurrence.,1,7,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0019,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0019&SessionID=16
56,HP0020,House,132,An Act to Remove the 5 Cent Fee for Bags in Retail Stores,Environment and Natural Resources,"Accepted Majority (ONTP) Report, Apr 10, 2025",,,,False,"4/8/2025 - Reports READ . On motion of Representative DOUDERA of Camden, the Majority Ought Not to Pass Report was ACCEPTED . ROLL CALL NO. 70 (Yeas 76 - Nays 69 - Absent 5 - Excused 0 - Restricted - 1) Sent for concurrence. ORDERED SENT FORTHWITH.",4/10/2025 - Reports Read On motion by Senator TEPLER of Sagadahoc the Majority Ought Not to Pass Report ACCEPTED . in concurrence PREVAILED Roll Call Ordered Roll Call Number 99 Yeas 20 - Nays 14 - Excused 1 - Absent 0 Placed in Legislative Files (DEAD),1,4,2,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0020,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0020&SessionID=16
57,HP0021,House,132,An Act to Enable Maine National Guard Commanders to More Efficiently Effect Disciplinary Measures Through the Maine Code of Military Justice,Veterans and Legal Affairs,"Enacted, May 23, 2025","Signed, May 23, 2025","ACTPUB, Chapter 97",97,True,5/20/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"5/21/2025 - PASSED TO BE ENACTED , in concurrence.",1,6,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0021,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0021&SessionID=16
58,HP0022,House,132,An Act to Establish Certain Positions Within the Maine Bureau of Veterans' Services,Veterans and Legal Affairs,"Enacted, May 23, 2025","Signed, May 23, 2025","ACTPUB, Chapter 98",98,True,5/20/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"5/21/2025 - PASSED TO BE ENACTED , in concurrence.",1,6,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0022,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0022&SessionID=16
59,HP0023,House,132,An Act to Ban the Drug Tianeptine,Criminal Justice and Public Safety,"Accepted Report B (ONTP), Jun 5, 2025",,,,False,"6/5/2025 - Reports READ . On motion of Representative HASENFUS of Readfield, REPORT B Ought Not to Pass was ACCEPTED . ROLL CALL NO. 351 (Yeas 71 - Nays 68 - Absent 10 - Excused 2) Sent for concurrence. ORDERED SENT FORTHWITH.",6/5/2025 - Reports Read On motion by Senator BEEBE-CENTER of Knox Report B Ought Not to Pass Report ACCEPTED in concurrence. PREVAILED Roll Call Ordered Roll Call Number 386 Yeas 19 - Nays 13 - Excused 3 - Absent 0 Placed in Legislative Files (DEAD),1,4,2,2,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0023,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0023&SessionID=16
60,HP0024,House,132,An Act to Allow Employees to Request Flexible Work Schedules,Labor,"Died On Adjournment, Apr 29, 2026",,,,False,5/29/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,4/29/2026 - Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),2,8,2,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0024,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0024&SessionID=16
61,HP0025,House,132,An Act to Regulate Employer Surveillance to Protect Workers,Labor,"Enacted, Jan 11, 2026","Unsigned, Jan 11, 2026","ACTPUB, Chapter 524",524,True,5/29/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,7/8/2025 - HELD BY THE GOVERNOR.,2,8,2,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0025,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0025&SessionID=16
62,HP0026,House,132,An Act to Support Municipal and County Actions on Dam Ownership and to Make Other Changes to the Laws Regulating Release from Dam Ownership,Environment and Natural Resources,"Enacted, Jun 10, 2025","Signed, Jun 10, 2025","ACTPUB, Chapter 226",226,True,6/3/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/3/2025 - PASSED TO BE ENACTED , in concurrence.",1,6,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0026,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0026&SessionID=16
63,HP0027,House,132,An Act to Support Implementation of Certified Community Behavioral Health Clinic Projects,Health and Human Services,"Emergency Enacted, Mar 25, 2025","Emergency Signed, Mar 25, 2025","ACTPUB, Chapter 10",10,True,"3/18/2025 - This being an emergency measure, a two-thirds vote of all the members elected to the House was necessary. PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.","3/20/2025 - PASSED TO BE ENACTED - Emergency - 2/3 Elected Required, in concurrence.",1,5,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0027,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0027&SessionID=16
64,HP0028,House,132,An Act to Eliminate the Cultchless American Oyster Growers License,Marine Resources,"Enacted, Jun 10, 2025","Signed, Jun 10, 2025","ACTPUB, Chapter 227",227,True,6/3/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/3/2025 - PASSED TO BE ENACTED , in concurrence.",1,6,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0028,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0028&SessionID=16
65,HP0029,House,132,"An Act to Update the Definition of ""Coastal Wetlands"" Under the Natural Resources Protection Act and the Mandatory Shoreland Zoning Laws",Environment and Natural Resources,"Enacted, May 29, 2025","Signed, May 29, 2025","ACTPUB, Chapter 128",128,True,5/27/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"5/27/2025 - PASSED TO BE ENACTED , in concurrence.",1,6,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0029,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0029&SessionID=16
66,HP0030,House,132,An Act to Expand Access to the Maine Wage Assurance Fund,Labor,"Enacted, Jun 9, 2025","Signed, Jun 9, 2025","ACTPUB, Chapter 192",192,True,5/29/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/2/2025 - PASSED TO BE ENACTED , in concurrence.",1,6,1,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0030,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0030&SessionID=16
67,HP0031,House,132,An Act to Establish Minimum Standards for Certain Urgent Care Facilities,Health and Human Services,"Enacted, May 29, 2025","Signed, May 29, 2025","ACTPUB, Chapter 129",129,True,5/27/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"5/27/2025 - PASSED TO BE ENACTED , in concurrence.",1,6,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0031,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0031&SessionID=16
68,HP0032,House,132,An Act to Amend the State Tax Laws,Taxation,"Enacted, Jun 12, 2025","Signed, Jun 12, 2025","ACTPUB, Chapter 271",271,True,6/9/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/9/2025 - PASSED TO BE ENACTED , in concurrence.",1,6,2,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0032,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0032&SessionID=16
69,HP0033,House,132,"An Act to Repeal the Law Restricting the Use of Certain Plastic, Paper and Single-use Bags",Environment and Natural Resources,"Accepted Majority (ONTP) Report, Apr 10, 2025",,,,False,"4/8/2025 - Reports READ . On motion of Representative DOUDERA of Camden, the Majority Ought Not to Pass Report was ACCEPTED . ROLL CALL NO. 71 (Yeas 77 - Nays 67 - Absent 6 - Excused 0 - Restricted - 1) Sent for concurrence. ORDERED SENT FORTHWITH.",4/10/2025 - Reports Read On motion by Senator TEPLER of Sagadahoc the Majority Ought Not to Pass Report ACCEPTED . in concurrence PREVAILED Roll Call Ordered Roll Call Number 100 Yeas 20 - Nays 14 - Excused 1 - Absent 0 Placed in Legislative Files (DEAD),5,4,2,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0033,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0033&SessionID=16
70,HP0034,House,132,An Act to Fund Free Health Clinics,Health and Human Services,"Enacted, Jul 1, 2025","Signed, Jul 1, 2025","ACTPUB, Chapter 439",439,True,6/25/2025 - PASSED TO BE ENACTED . ROLL CALL NO. 601 (Yeas 70 - Nays 62 - Absent 17 - Excused 2) Sent for concurrence. ORDERED SENT FORTHWITH.,"6/25/2025 - PASSED TO BE ENACTED , in concurrence.",1,10,4,2,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0034,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0034&SessionID=16
71,HP0035,House,132,An Act Regarding Special Education Funding,Education and Cultural Affairs,"Ought Not to Pass Pursuant To Joint Rule 310, May 21, 2025",,,,False,"3/21/2025 - Carried over, in the same posture, to the next special or regular session of the 132nd Legislature, pursuant to Joint Order SP 519.",5/21/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),3,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0035,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0035&SessionID=16
72,HP0036,House,132,An Act to Designate the Spring Peeper as the Official State Amphibian,State and Local Government,"Enacted, Apr 20, 2025","Unsigned, Apr 20, 2025","ACTPUB, Chapter 31",31,True,4/1/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"4/8/2025 - PASSED TO BE ENACTED , in concurrence.",4,6,2,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0036,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0036&SessionID=16
73,HP0037,House,132,An Act to Designate the Wood Turtle as the Official State Reptile,State and Local Government,"Enacted, Apr 20, 2025","Unsigned, Apr 20, 2025","ACTPUB, Chapter 32",32,True,4/1/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"4/8/2025 - PASSED TO BE ENACTED , in concurrence.",3,6,2,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0037,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0037&SessionID=16
74,HP0038,House,132,An Act to Update the System of Learning Results Review Timeline,Education and Cultural Affairs,"Enacted, Apr 11, 2025","Signed, Apr 11, 2025","ACTPUB, Chapter 26",26,True,4/1/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"4/8/2025 - PASSED TO BE ENACTED , in concurrence.",1,6,2,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0038,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0038&SessionID=16
75,HP0039,House,132,An Act to Update Funding for the Board of Environmental Protection,Environment and Natural Resources,"Ought Not to Pass Pursuant To Joint Rule 310, Apr 24, 2025",,,,False,"3/21/2025 - Carried over, in the same posture, to the next special or regular session of the 132nd Legislature, pursuant to Joint Order SP 519.","4/24/2025 - Pursuant to Joint Rule 310.3, Placed in Legislative Files ( DEAD ).",1,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0039,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0039&SessionID=16
76,HP0040,House,132,An Act to Allow Use of the Fish Hatchery Maintenance Fund to Compensate Hatchery Staff When Certain Operational Needs Require Overtime,Inland Fisheries and Wildlife,"Ought Not to Pass Pursuant To Joint Rule 310, Mar 3, 2026",,,,False,"6/25/2025 - Carried over, in the same posture, to any special or regular session of the 132nd Legislature, pursuant to Joint Order SP 800.",3/3/2026 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),1,4,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0040,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0040&SessionID=16
